Year,Precipitation,Max_5min,Max_10min,Max_15min,Max_20min,Max_25min,Max_30min,Max_1h,Max_6h,Max_8h,Max_10h,Max_12h,Max_24h
2000,62.8,9.0783237888,14.418514252799998,18.690666624,21.6277713792,24.297866611199996,26.70095232,36.082367999999995,61.855487999999994,67.01011199999999,70.44652799999999,73.02383999999999,85.9104
2001,70.2,10.148062579200001,16.1175111552,20.893070016000003,24.1762667328,27.160991020799997,29.847242880000003,40.334112,69.144192,74.906208,78.747552,81.62856,96.03359999999999
2002,91.1,13.1693518656,20.9160294336,27.113371488,31.374044150399996,35.247382934399994,38.73338784,52.34241599999999,89.72985599999998,97.20734399999999,102.19233599999998,105.93107999999998,124.62479999999998
2003,60.0,8.67355776,13.775650559999999,17.8573248,20.663475839999997,23.214522239999997,25.510464,34.4736,59.0976,64.0224,67.3056,69.76799999999999,82.08
2004,82.8,11.9695097088,19.010397772799998,24.643108224,28.515596659199996,32.03604069119999,35.204440319999996,47.573567999999995,81.554688,88.350912,92.88172799999998,96.27983999999998,113.27039999999998
2006,95.4,13.790956838400001,21.9032843904,28.393146432,32.8549265856,36.911090361599996,40.56163776,54.813024,93.965184,101.79561600000001,107.01590399999999,110.93111999999999,130.50719999999998
2007,103.3,14.9329752768,23.717078380799997,30.744360864,35.5756175712,39.96766912319999,43.92051552,59.352047999999996,101.74636799999999,110.22523199999999,115.87780799999999,120.11723999999998,141.31439999999998
2008,72.4,10.466093030400001,16.6226183424,21.547838592,24.9339275136,28.012190169599997,30.782626560000004,41.598144,71.311104,77.253696,81.215424,84.18672,99.0432
2009,99.7,14.412561811200002,22.8905393472,29.672921376,34.3358090208,38.5747977888,42.38988768,57.283632,98.200512,106.383888,111.83947199999999,115.93115999999999,136.3896
2010,90.4,13.068160358400002,20.7553135104,26.905036032,31.1329702656,34.9765468416,38.43576576,51.940224,89.040384,96.46041600000001,101.40710399999999,105.11711999999999,123.6672
2011,109.5,15.829242912,25.140562271999997,32.58961776,37.710843407999995,42.366503087999995,46.5565968,62.91432,107.85311999999999,116.84088,122.83271999999998,127.32659999999998,149.796
2012,114.3,16.5231275328,26.242614316799997,34.018203744,39.363921475199994,44.22366486719999,48.59743392,65.672208,112.58092799999999,121.962672,128.217168,132.90803999999997,156.36239999999998
2013,75.6,10.928682777599999,17.3573197056,22.500229248,26.035979558399998,29.250298022399992,32.14318464,43.436735999999996,74.46297599999998,80.668224,84.80505599999998,87.90767999999998,103.42079999999999
2014,87.1,12.591114681599999,19.9976527296,25.922883168,29.996479094399994,33.699748118399995,37.03269024,50.04417599999999,85.790016,92.939184,97.70529599999998,101.27987999999998,119.15279999999998
2015,94.8,13.7042212608,21.765527884799997,28.214573184,32.6482918272,36.678945139199996,40.30653312,54.468287999999994,93.374208,101.15539199999999,106.34284799999999,110.23343999999999,129.6864
2016,102.0,14.745048192,23.418605952,30.35745216,35.127908928,39.464687807999994,43.3677888,58.60512,100.46592,108.83808,114.41951999999999,118.60559999999998,139.536
2017,115.0,16.62431904,26.40333024,34.226539200000005,39.60499536,44.49450095999999,48.895056000000004,66.0744,113.2704,122.7096,129.0024,133.72199999999998,157.32
2018,76.6,11.0732420736,17.586913881599997,22.797851328,26.380370822399996,29.63720672639999,32.56835904,44.011295999999994,75.44793599999998,81.73526399999999,85.92681599999999,89.07047999999998,104.78879999999998
2019,123.6,17.8675289856,28.377840153599998,36.786089088,42.56676023039999,47.82191581439999,52.55155584,71.015616,121.74105599999999,131.886144,138.64953599999998,143.72207999999998,169.08479999999997
2020,123.0,17.780793408,28.240083648,36.607515840000005,42.360125472,47.589770591999994,52.2964512,70.67088,121.15007999999999,131.24592,137.97647999999998,143.02439999999999,168.26399999999998
2021,54.0,7.806201984,12.398085503999999,16.07159232,18.597128255999998,20.893070015999996,22.959417600000002,31.026239999999998,53.187839999999994,57.62016,60.575039999999994,62.79119999999999,73.872
2022,54.0,7.806201984,12.398085503999999,16.07159232,18.597128255999998,20.893070015999996,22.959417600000002,31.026239999999998,53.187839999999994,57.62016,60.575039999999994,62.79119999999999,73.872
2023,86.6,12.5188350336,19.882855641599996,25.774072128,29.824283462399997,33.50629376639999,36.82010304,49.75689599999999,85.297536,92.40566399999999,97.14441599999998,100.69847999999998,118.46879999999999
2024,89.6,12.9525129216,20.571638169599996,26.666938368,30.857457254399996,34.66701987839999,38.09562624,51.48057599999999,88.252416,95.60678399999999,100.50969599999998,104.18687999999997,122.57279999999999
